desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel
448531202500041,http://www.animal.go.kr/files/shelter/2025/02/202502191402376_s.jpg,2025-02-19,진주시 금곡면 인담리 228,[개] 믹스견,기타(흰색 갈색),2025(60일미만)(년생),2.1(Kg),경남-진주-2025-00041,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191402376.jpg,보호중,M,N,사람에게 친화적이며 손길을 좋아함,진주시동물보호센터,010-7250-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",경상남도 진주시,김현준,055-749-6134
448531202500040,http://www.animal.go.kr/files/shelter/2025/02/202502191402818_s.jpg,2025-02-19,진주시 서장대로 226,[개] 믹스견,흰색,2025(60일미만)(년생),1.7(Kg),경남-진주-2025-00040,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191402818.jpg,종료(입양),M,N,발랄하고 애교넘침 사람을 좋아함,진주시동물보호센터,010-7250-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",경상남도 진주시,김현준,055-749-6134
448531202500039,http://www.animal.go.kr/files/shelter/2025/02/202502191302976_s.jpg,2025-02-19,진주시 돗골로 20번길 14,[개] 믹스견,갈색,2025(60일미만)(년생),2.7(Kg),경남-진주-2025-00039,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191302976.png,종료(입양),M,N,얌전하고 의젓하며 사람을 좋아함 어린 강아지임에도 어른스러움,진주시동물보호센터,010-7250-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",경상남도 진주시,김현준,055-749-6134
447524202500019,http://www.animal.go.kr/files/shelter/2025/02/202502191002558_s.jpg,2025-02-19,봉화읍 바래미길 23-13,[개] 믹스견,흰색,2025(60일미만)(년생),1(Kg),경북-봉화-2025-00019,2025-02-19,2025-03-05,http://www.animal.go.kr/files/shelter/2025/02/202502191002558.jpg,종료(자연사),Q,N,할아버지 건강상 이유로 동물 인수. 5마리. 피부 치료 요함.,봉화군유기동물보호소,054-679-6868,경상북도 봉화군 봉성면 농업인길 24 (봉성면) 봉화군농업기술센터,경상북도 봉화군,봉화군,054-679-6865
447524202500018,http://www.animal.go.kr/files/shelter/2025/02/202502191002192_s.jpg,2025-02-19,춘양면,[개] 믹스견,회색얼룩무늬,2025(60일미만)(년생),1(Kg),경북-봉화-2025-00018,2025-02-19,2025-03-05,http://www.animal.go.kr/files/shelter/2025/02/202502191002192.jpeg,보호중,F,N,활발. 사람을 좋아함.,봉화군유기동물보호소,054-679-6868,경상북도 봉화군 봉성면 농업인길 24 (봉성면) 봉화군농업기술센터,경상북도 봉화군,봉화군,054-679-6865
447524202500017,http://www.animal.go.kr/files/shelter/2025/02/202502191002186_s.jpg,2025-02-19,춘양면,[개] 믹스견,회색얼룩무늬,2025(60일미만)(년생),1(Kg),경북-봉화-2025-00017,2025-02-19,2025-03-05,http://www.animal.go.kr/files/shelter/2025/02/202502191002186.jpeg,보호중,F,N,활발. 사람을 좋아함.,봉화군유기동물보호소,054-679-6868,경상북도 봉화군 봉성면 농업인길 24 (봉성면) 봉화군농업기술센터,경상북도 봉화군,봉화군,054-679-6865
447524202500016,http://www.animal.go.kr/files/shelter/2025/02/202502190902450_s[1].jpg,2025-02-19,춘양면,[개] 믹스견,갈색,2025(60일미만)(년생),1(Kg),경북-봉화-2025-00016,2025-02-19,2025-03-05,http://www.animal.go.kr/files/shelter/2025/02/202502190902450.jpeg,보호중,F,N,활발. 사람을 좋아함.,봉화군유기동물보호소,054-679-6868,경상북도 봉화군 봉성면 농업인길 24 (봉성면) 봉화군농업기술센터,경상북도 봉화군,봉화군,054-679-6865
447524202500015,http://www.animal.go.kr/files/shelter/2025/02/202502190902648_s.jpg,2025-02-19,춘양면,[개] 믹스견,흰색,2025(60일미만)(년생),1(Kg),경북-봉화-2025-00015,2025-02-19,2025-03-05,http://www.animal.go.kr/files/shelter/2025/02/202502190902648.jpg,보호중,M,U,활발. 사람을 좋아함.,봉화군유기동물보호소,054-679-6868,경상북도 봉화군 봉성면 농업인길 24 (봉성면) 봉화군농업기술센터,경상북도 봉화군,봉화군,054-679-6865
447524202500014,http://www.animal.go.kr/files/shelter/2025/02/202502190902384_s.jpg,2025-02-19,봉화읍 유곡1리 토일길,[개] 믹스견,검정&황갈색,2024(년생),6(Kg),경북-봉화-2025-00014,2025-02-19,2025-03-05,http://www.animal.go.kr/files/shelter/2025/02/202502190902384.jpeg,보호중,M,U,겁이 많음. 갈색 귀,봉화군유기동물보호소,054-679-6868,경상북도 봉화군 봉성면 농업인길 24 (봉성면) 봉화군농업기술센터,경상북도 봉화군,봉화군,054-679-6865
447519202500067,http://www.animal.go.kr/files/shelter/2025/02/202502191002637_s.jpg,2025-02-19,매전면 하평리,[개] 믹스견,검정색,2025(60일미만)(년생),3(Kg),경북-청도-2025-00067,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191002637.jpg,종료(입양),F,U,작고귀여움,청도군동물보호센터,054-371-9267,경상북도 청도군 청도읍 중앙로 84-466  동물보호센터,경상북도 청도군,청도군,0543706557
447519202500066,http://www.animal.go.kr/files/shelter/2025/02/202502191002130_s.jpg,2025-02-19,청도읍 부야3길,[개] 믹스견,흰색,2025(60일미만)(년생),1(Kg),경북-청도-2025-00066,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191002130.jpg,보호중,F,U,작고귀여움,청도군동물보호센터,054-371-9267,경상북도 청도군 청도읍 중앙로 84-466  동물보호센터,경상북도 청도군,청도군,0543706557
447519202500065,http://www.animal.go.kr/files/shelter/2025/02/202502191002157_s.jpg,2025-02-19,청도읍 부야3길,[개] 믹스견,흰색,2025(60일미만)(년생),1(Kg),경북-청도-2025-00065,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191002157.jpg,보호중,M,U,작고귀여움,청도군동물보호센터,054-371-9267,경상북도 청도군 청도읍 중앙로 84-466  동물보호센터,경상북도 청도군,청도군,0543706557
447519202500064,http://www.animal.go.kr/files/shelter/2025/02/202502191002514_s.jpg,2025-02-19,청도읍 부야3길,[개] 믹스견,갈색,2025(60일미만)(년생),1(Kg),경북-청도-2025-00064,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191002514.jpg,종료(입양),M,U,작고귀여움,청도군동물보호센터,054-371-9267,경상북도 청도군 청도읍 중앙로 84-466  동물보호센터,경상북도 청도군,청도군,0543706557
447519202500063,http://www.animal.go.kr/files/shelter/2025/02/202502191002832_s.jpg,2025-02-19,청도읍 부야3길,[개] 믹스견,흰색,2023(년생),9(Kg),경북-청도-2025-00063,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191002832.jpg,보호중,F,U,성견 (강아지와 동반 입소),청도군동물보호센터,054-371-9267,경상북도 청도군 청도읍 중앙로 84-466  동물보호센터,경상북도 청도군,청도군,0543706557
447519202500062,http://www.animal.go.kr/files/shelter/2025/02/202502190902712_s.jpg,2025-02-19,각남면 예리리,[개] 믹스견,흰색,2024(년생),9(Kg),경북-청도-2025-00062,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502190902712.jpg,보호중,F,U,성견 추정,청도군동물보호센터,054-371-9267,경상북도 청도군 청도읍 중앙로 84-466  동물보호센터,경상북도 청도군,청도군,0543706557
447512202500133,http://www.animal.go.kr/files/shelter/2025/02/202502191202597_s.jpg,2025-02-19,공평배실,[개] 믹스견,흰색,2025(60일미만)(년생),1.7(Kg),경북-문경-2025-00040,2025-02-19,2025-02-26,http://www.animal.go.kr/files/shelter/2025/02/202502191202597.jpg,보호중,F,N,"유기견이 낳은 2개월령 새끼 4마리 함께,",종합축산,054-552-2233,경상북도 문경시 중앙로 170 (흥덕동) 종합축산,경상북도 문경시,문경시 유통축산과,054-550-6282
447512202500132,http://www.animal.go.kr/files/shelter/2025/02/202502191202375_s.jpg,2025-02-19,공평배실,[개] 믹스견,흰색,2025(60일미만)(년생),1.7(Kg),경북-문경-2025-00039,2025-02-19,2025-02-26,http://www.animal.go.kr/files/shelter/2025/02/202502191202375.jpg,보호중,F,N,"유기견이 낳은 2개월령 새끼 4마리 함께,",종합축산,054-552-2233,경상북도 문경시 중앙로 170 (흥덕동) 종합축산,경상북도 문경시,문경시 유통축산과,054-550-6282
447512202500131,http://www.animal.go.kr/files/shelter/2025/02/202502191102350_s[1].jpg,2025-02-19,공평배실,[개] 믹스견,흰색,2025(60일미만)(년생),1.8(Kg),경북-문경-2025-00038,2025-02-19,2025-02-26,http://www.animal.go.kr/files/shelter/2025/02/202502191102350.jpg,보호중,F,N,유기견이 낳은 2개월령 새끼 4마리 함께,종합축산,054-552-2233,경상북도 문경시 중앙로 170 (흥덕동) 종합축산,경상북도 문경시,문경시 유통축산과,054-550-6282
447512202500130,http://www.animal.go.kr/files/shelter/2025/02/202502191102226_s.jpg,2025-02-19,공평배실,[개] 믹스견,흰색,2025(60일미만)(년생),1.8(Kg),경북-문경-2025-00037,2025-02-19,2025-02-26,http://www.animal.go.kr/files/shelter/2025/02/202502191102226.jpg,보호중,F,N,유기견이 낳은 2개월령 새끼 4마리 함께,종합축산,054-552-2233,경상북도 문경시 중앙로 170 (흥덕동) 종합축산,경상북도 문경시,문경시 유통축산과,054-550-6282
447511202500072,http://www.animal.go.kr/files/shelter/2025/02/202502191002106_s.jpg,2025-02-19,상주시 낙동면 물량2길일대,[개] 믹스견,갈색&흰색,2025(60일미만)(년생),1.12(Kg),경북-상주-2025-00031,2025-02-19,2025-02-26,http://www.animal.go.kr/files/shelter/2025/02/202502191002106.jpg,보호중,F,N,맨몸상태.온순함피부병있음..,상주시 동물보호센터,010-6682-1198,경상북도 상주시 사벌국면 상풍로 115-3  ,경상북도 상주시,이상원,054-537-7470
447511202500071,http://www.animal.go.kr/files/shelter/2025/02/202502191002836_s.jpg,2025-02-19,상주시 낙동면 물량2길일대,[개] 믹스견,흰색,2025(60일미만)(년생),1.30(Kg),경북-상주-2025-00030,2025-02-19,2025-02-26,http://www.animal.go.kr/files/shelter/2025/02/202502191002836.jpg,보호중,F,N,맨몸상태.온순함피부병있음..,상주시 동물보호센터,010-6682-1198,경상북도 상주시 사벌국면 상풍로 115-3  ,경상북도 상주시,이상원,054-537-7470
447511202500070,http://www.animal.go.kr/files/shelter/2025/02/202502191002801_s.jpg,2025-02-19,상주시 낙동면 물량2길일대,[개] 믹스견,갈색&흰색,2025(60일미만)(년생),1.10(Kg),경북-상주-2025-00029,2025-02-19,2025-02-26,http://www.animal.go.kr/files/shelter/2025/02/202502191002801.jpg,보호중,M,N,맨몸상태.온순함피부병있음..,상주시 동물보호센터,010-6682-1198,경상북도 상주시 사벌국면 상풍로 115-3  ,경상북도 상주시,이상원,054-537-7470
447511202500069,http://www.animal.go.kr/files/shelter/2025/02/202502191002925_s.jpg,2025-02-19,상주시 낙동면 물량2길일대,[개] 믹스견,적갈&흰색,2020(년생),4.86(Kg),경북-상주-2025-00028,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191002925.jpg,보호중,F,N,맨몸상태.젓먹이강아지3마리있음.약간예민함..피부병있음..,상주시 동물보호센터,010-6682-1198,경상북도 상주시 사벌국면 상풍로 115-3  ,경상북도 상주시,이상원,054-537-7470
447508202500060,http://www.animal.go.kr/files/shelter/2025/02/20250219120261_s.jpg,2025-02-19,인의대동 다숲 관리사무소,[개] 포메라니안,검정&황갈색,2020(년생),3.0(Kg),경북-구미-2025-00060,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/20250219120261.png,종료(반환),M,Y,털이 복실하고 관리가 되어보임. 애교가 많고 사람을 잘 따름,반려동물 입양센터,054-716-0211,경상북도 구미시 인동22길 43-4 (진평동) ,경상북도 구미시,백진규,054-480-5843
447508202500059,http://www.animal.go.kr/files/shelter/2025/02/20250220140203_s.jpg,2025-02-19,구평동 오앤정 연합의원 부근,[개] 비숑 프리제,흰색,2024(년생),2.5(Kg),경북-구미-2025-00059,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/20250220140203.png,종료(반환),F,U,눈물 자국이 많고 위생이 불량함. 온순하며 착함,반려동물 입양센터,054-716-0211,경상북도 구미시 인동22길 43-4 (진평동) ,경상북도 구미시,백진규,054-480-5843
447506202500048,http://www.animal.go.kr/files/shelter/2025/02/202502191602785_s.jpg,2025-02-19,예지2리 마을회관,[개] 믹스견,갈색,2023(년생),7(Kg),경북-김천-2025-00048,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191602785.jpg,보호중,M,N,"오래된 목테 착용, 겁많고 사람 피하지만 온순한 편",김천시 동물보호센터,054-421-2547,경상북도 김천시 구성면 남김천대로 3296-22  하강리 44(김천시 유기동물보호센터),경상북도 김천시,박용운,054-421-2572
447505202500131,http://www.animal.go.kr/files/shelter/2025/02/202502211602494_s.jpg,2025-02-19,경주시 산내면 의곡1길 25 부근 ,[개] 포메라니안,흰색,2012(년생),3.42(Kg),경북-경주-2025-00131,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502211602494.jpg,종료(자연사),F,N,나이가 많아 거동이 조금 어려운 강아지 엄청 순해요 ~!,경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,김규환,054-760-2886
447505202500130,http://www.animal.go.kr/files/shelter/2025/02/202502211602589_s.jpg,2025-02-19,경주시 산내면 의곡1길 25 부근 ,[개] 푸들,흰색,2020(년생),3.42(Kg),경북-경주-2025-00130,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502211602589.jpg,보호중,F,N,아직은 피부 치료중이에요 ~! 회복되면 더 멋지게 사진 찍어볼게요 !,경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,김규환,054-760-2886
447505202500129,http://www.animal.go.kr/files/shelter/2025/02/202502191102565_s.jpg,2025-02-19,안강읍 옥산리 부근,[개] 믹스견,갈색&검정,2025(60일미만)(년생),2.1(Kg),경북-경주-2025-00129,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191102565.jpg,보호중,F,N,숯검댕이 강아지 발목양말이 매력포인트! 매우 온순해요! ,경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,김규환,054-760-2886
447505202500128,http://www.animal.go.kr/files/shelter/2025/02/202502191102410[1]_s.jpg,2025-02-19,안강읍 옥산리 부근,[개] 믹스견,갈색&검정,2025(60일미만)(년생),2.1(Kg),경북-경주-2025-00128,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191102410[1].jpg,보호중,F,N,작은 귀가 매력적인 발목양말 강아지! 엄청 온순해요!,경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경상북도 경주시,김규환,054-760-2886
446496202500064,http://www.animal.go.kr/files/shelter/2025/02/202502191302808_s.jpg,2025-02-19,학교면 닻빼기길98,[개] 믹스견,갈색,2025(60일미만)(년생),3.00(Kg),전남-함평-2025-00061,2025-02-19,2025-03-05,http://www.animal.go.kr/files/shelter/2025/02/202502191302808.jpg,보호중,M,U,경계심,학교임시동물보호센터,010-5649-3435,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,전라남도 함평군,이보현,061-320-1938
446496202500062,http://www.animal.go.kr/files/shelter/2025/02/202502191302599_s.jpg,2025-02-19,학교면 닻빼기길 98,[개] 믹스견,금갈색,2023(년생),10..00(Kg),전남-함평-2025-00060,2025-02-19,2025-03-05,http://www.animal.go.kr/files/shelter/2025/02/202502191302599.jpg,보호중,F,U,경계심,학교임시동물보호센터,010-5649-3435,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,전라남도 함평군,이보현,061-320-1938
446492202500009,http://www.animal.go.kr/files/shelter/2025/02/202502191702548_s.jpg,2025-02-19,전남  강진군 강진읍 목리 192-1 주변,[개] 믹스견,갈색&검정,2024(년생),3(Kg),전남-강진-2025-00009,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191702548.jpg,보호중,F,N,체구가 작의며 발부분이 흰색으로 귀여움,강진군 유기견 보호소,061-430-3237,"전라남도 강진군 강진읍 초지길 109-62 (강진읍, 강진군상하수도사업소) ",전라남도 강진군,박종서,061-430-3237
446483202500152,http://www.animal.go.kr/files/shelter/2025/02/202502191702418_s.jpg,2025-02-19,나주시남평읍상곡리마을농막,[개] 믹스견,검정색,2021(년생),15(Kg),전남-나주-2025-00152,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191702418.jpg,보호중,M,N,동네주변매일출몰 포획구조,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,전라남도 나주시,축산과,061-339-7692
446483202500151,http://www.animal.go.kr/files/shelter/2025/02/202502191602718_s.jpg,2025-02-19,나주시공산면와룡월산길24,[개] 믹스견,흰색,2025(년생),3.5(Kg),전남-나주-2025-00151,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191602718.jpg,종료(안락사),M,N,생후4개월정도로보임,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,전라남도 나주시,축산과,061-339-7692
446482202500085,http://www.animal.go.kr/files/shelter/2025/02/202502191702365[1]_s.jpg,2025-02-19,서면 순천로,[개] 믹스견,흰색,2022(년생),3.65(Kg),전남-순천-2025-00078,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191702365[1].jpg,종료(반환),M,N,"접종(종합백신,코로나장염,스팟라인)",순천시유기동물보호소,061-749-3094,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",전라남도 순천시,순천시,061-749-3094
446482202500084,http://www.animal.go.kr/files/shelter/2025/02/202502191702619_s.jpg,2025-02-19,황전면4,[개] 믹스견,검정 황갈색&흰색,2025(60일미만)(년생),2.6(Kg),전남-순천-2025-00079,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191702619.jpg,보호중,M,N,"접종(종합백신,코로나장염,스팟라인)",순천시유기동물보호소,061-749-3094,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",전라남도 순천시,순천시,061-749-3094
446482202500083,http://www.animal.go.kr/files/shelter/2025/02/202502191702294_s.jpg,2025-02-19,황전면3,[개] 믹스견,흰색,2025(60일미만)(년생),2.3(Kg),전남-순천-2025-00080,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191702294.jpg,종료(자연사),F,N,"접종(종합백신,코로나장염,스팟라인)",순천시유기동물보호소,061-749-3094,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",전라남도 순천시,순천시,061-749-3094
446482202500082,http://www.animal.go.kr/files/shelter/2025/02/202502191702936_s.jpg,2025-02-19,황전면2,[개] 믹스견,흰색,2025(60일미만)(년생),2.5(Kg),전남-순천-2025-00081,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191702936.jpg,종료(입양),M,N,"접종(종합백신,코로나장염,스팟라인)",순천시유기동물보호소,061-749-3094,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",전라남도 순천시,순천시,061-749-3094
446482202500081,http://www.animal.go.kr/files/shelter/2025/02/202502191702112[1]_s.jpg,2025-02-19,황전면1,[개] 믹스견,흰색,2025(60일미만)(년생),2.4(Kg),전남-순천-2025-00082,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191702112[1].jpg,종료(입양),M,U,"접종(종합백신접종,코로나장염,스팟라인)",순천시유기동물보호소,061-749-3094,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",전라남도 순천시,순천시,061-749-3094
446482202500080,http://www.animal.go.kr/files/shelter/2025/02/202502190902226_s.jpg,2025-02-19,구룡길,[개] 믹스견,갈색&검정,2023(년생),12.1(Kg),전남-순천-2025-00077,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502190902226.jpg,보호중,F,N,"접종(종합백신/코로나장염/광견병),데피니트,스팟라인",순천시유기동물보호소,061-749-3094,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",전라남도 순천시,순천시,061-749-3094
446481202500056,http://www.animal.go.kr/files/shelter/2025/02/202502191402687_s.jpg,2025-02-19,신덕2길 42-5,[개] 푸들,흰색,2019(년생),3.8(Kg),전남-여수-2025-00056,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191402687.jpg,종료(반환),M,Y,내장칩 확인. 견주 연락 됨. ,유기동물보호소,061-659-2474,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터) 여수시 유기동물보호소",전라남도 여수시,최인정,061-659-2473
446481202500055,http://www.animal.go.kr/files/shelter/2025/02/202502191102753_s.jpg,2025-02-19,신월 대주아파트 관리사무소,[개] 말티즈,흰색,2018(년생),2.0(Kg),전남-여수-2025-00055,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191102753.jpg,종료(반환),F,N,아파트 내 입주민 발견. 노견 추정 됨. ,유기동물보호소,061-659-2474,"전라남도 여수시 주동1길 32 (주삼동, 여수시농업기술센터) 여수시 유기동물보호소",전라남도 여수시,최인정,061-659-2473
446480202500147,http://www.animal.go.kr/files/shelter/2025/02/202502191902656_s.jpg,2025-02-19,신외항부근,[개] 믹스견,흰색,2025(년생),3.5(Kg),전남-목포-2025-00099,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191902656.jpg,종료(자연사),F,N,"체구가 작고 활발함, 귀가 쫑긋하고 얼굴이 긴 편",목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 36  ,전라남도 목포시,이성희,061-270-8465
445479202500100,http://www.animal.go.kr/files/shelter/2025/02/202502191602987_s.jpg,2025-02-19,변산면 격포항 해넘이공원 인근,[개] 믹스견,흰색,2024(년생),3(Kg),전북-부안-2025-00100,2025-02-19,2025-03-06,http://www.animal.go.kr/files/shelter/2025/02/202502191602987.jpg,보호중,M,N,토실토실 건강한 아이. ,부안군 동물보호센터,063-580-4497,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,전북특별자치도 부안군,박종일,063-580-4499
445479202500099,http://www.animal.go.kr/files/shelter/2025/02/202502191602421_s.jpg,2025-02-19,변산면 격포항 해넘이공원 인근,[개] 믹스견,갈색,2024(년생),2.5(Kg),전북-부안-2025-00099,2025-02-19,2025-03-06,http://www.animal.go.kr/files/shelter/2025/02/202502191602421.jpg,보호중,F,N,순한 귀여운 강이지,부안군 동물보호센터,063-580-4497,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,전북특별자치도 부안군,박종일,063-580-4499
445479202500098,http://www.animal.go.kr/files/shelter/2025/02/202502191602482_s.jpg,2025-02-19,변산면 격포항 해넘이공원 인근,[개] 믹스견,흰색,2025(60일미만)(년생),2.5(Kg),전북-부안-2025-00098,2025-02-19,2025-03-06,http://www.animal.go.kr/files/shelter/2025/02/202502191602482.jpg,보호중,M,N,순한 귀여운 강이지,부안군 동물보호센터,063-580-4497,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,전북특별자치도 부안군,박종일,063-580-4499
445479202500097,http://www.animal.go.kr/files/shelter/2025/02/202502191302134_s.jpg,2025-02-19,동진면 고마제로 328-10,[개] 믹스견,갈색&검정,2020(년생),10(Kg),전북-부안-2025-00097,2025-02-19,2025-03-06,http://www.animal.go.kr/files/shelter/2025/02/202502191302134.jpg,보호중,F,N,활동적인 강아지,부안군 동물보호센터,063-580-4497,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,전북특별자치도 부안군,박종일,063-580-4499
445479202500096,http://www.animal.go.kr/files/shelter/2025/02/202502191302130_s.jpg,2025-02-19,변산면 해넘이공원인근,[개] 믹스견,흰색,2024(년생),2.5(Kg),전북-부안-2025-00096,2025-02-19,2025-03-06,http://www.animal.go.kr/files/shelter/2025/02/202502191302130.jpg,보호중,F,N,귀엽고 깜찍한 강아지,부안군 동물보호센터,063-580-4497,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,전북특별자치도 부안군,박종일,063-580-4499
445479202500095,http://www.animal.go.kr/files/shelter/2025/02/202502191302267_s.jpg,2025-02-19,변산면 해넘이공원인근,[개] 믹스견,흰색,2024(년생),2.5(Kg),전북-부안-2025-00095,2025-02-19,2025-03-06,http://www.animal.go.kr/files/shelter/2025/02/202502191302267.jpg,보호중,F,N,토실토실 귀여운 강이지,부안군 동물보호센터,063-580-4497,전북특별자치도 부안군 주산면 주산로 369  부안군 동물보호센터,전북특별자치도 부안군,박종일,063-580-4499
445470202500068,http://www.animal.go.kr/files/shelter/2025/02/202502191802595_s.jpg,2025-02-19,하나동물병원 앞,[개] 믹스견,기타(믹스),2025(60일미만)(년생),1(Kg),전북-남원-2025-00051,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191802595.jpg,종료(입양),F,N,해당없음,하나동물병원,063-634-7582,전북특별자치도 남원시 왕정동 67 ,전북특별자치도 남원시,채항석,063-620-6429
445469202500069,http://www.animal.go.kr/files/shelter/2025/02/202502191302449_s.jpg,2025-02-19,정신로 1163,[개] 믹스견,흰색,2025(60일미만)(년생),4(Kg),전북-정읍-2025-00063,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191302449.jpg,보호중,F,N,"약 4개월추정, 온순함.",정읍시 동물보호소,063-535-6295,전북특별자치도 정읍시 2산단5길 37-1 (하북동) ,전북특별자치도 정읍시,손혜원,063-539-6403
445469202500068,http://www.animal.go.kr/files/shelter/2025/02/202502191302272_s.jpg,2025-02-19,영창아파트 101동인근,[개] 믹스견,검정&황갈색,2021(년생),7(Kg),전북-정읍-2025-00062,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191302272.jpg,보호중,F,N,경계심과 공격성이 강함,정읍시 동물보호소,063-535-6295,전북특별자치도 정읍시 2산단5길 37-1 (하북동) ,전북특별자치도 정읍시,손혜원,063-539-6403
445469202500067,http://www.animal.go.kr/files/shelter/2025/02/202502191302250_s.jpg,2025-02-19,고부면 장문양지길 24-4,[개] 믹스견,흰색,2022(년생),14(Kg),전북-정읍-2025-00061,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191302250.jpg,보호중,M,N,양? 앞발 모두 상처가 심함. ,정읍시 동물보호소,063-535-6295,전북특별자치도 정읍시 2산단5길 37-1 (하북동) ,전북특별자치도 정읍시,손혜원,063-539-6403
445469202500066,http://www.animal.go.kr/files/shelter/2025/02/202502191202379_s.jpg,2025-02-19,정우면 수금리 531,[개] 믹스견,흰색,2025(60일미만)(년생),3(Kg),전북-정읍-2025-00060,2025-02-19,2025-03-04,http://www.animal.go.kr/files/shelter/2025/02/202502191202379.jpg,보호중,F,N,"약 3개월추정, 약간의 경계심있음",정읍시 동물보호소,063-535-6295,전북특별자치도 정읍시 2산단5길 37-1 (하북동) ,전북특별자치도 정읍시,손혜원,063-539-6403
